"Subject","Chapter","Question No","Question","Option A","Option B","Option C","Option D","Correct Answer","Explanation","Image Reference"
"General Surgery","9. Miscellaneous","28","Collar stud abscess occurs in","Cervical T.B. Lymphadenitis","Peri Tonsillar abscess","Pyogenic Lymphadenitis","Retro Pharyngeal abscess","A","'A' [KCET-10]",""
"General Surgery","9. Miscellaneous","29","Tissue graft rejection can be prevented by the suppression of-","Plasma antibodies","T-cells","Allergy producing mast cells and basophils","Macrophages","B","'B' [B & L 25th ed 732]",""
"General Surgery","9. Miscellaneous","30","Gold standand for diagnosis of carotid body tumour is-","Duplex scanning","MRI","C.T","Cerebral angiography","D","'D' [COMEDK-10]",""
"General Surgery","9. Miscellaneous","31","True about keloid scar is-","Non-familial, common in children, males affected.","Non-familial, does not outgrow the margin, blacks affected.","Familial, females are affected, outgrows the margins.","Familial, men affected, whites affected more.","C","'C' [MCET-10]",""
"General Surgery","9. Miscellaneous","32","An antibioma is","An all powerful antibiotic","an antibiotic contaminant","A malignant tumour caused by an antibiotic","An excess mass of fibrous tissue around an abscess persistently treated by excessive or partly sterilised antibiotic","D","'D' [KCET-10]",""
"General Surgery","9. Miscellaneous","33","MCS classification is done for","Oncology","Medical risk assessment","Major salivary gland","Mentally challenged subjects","B","'B' [KCET-10]",""
"General Surgery","9. Miscellaneous","34","Which of the following will cause post operative haemorrhage?","Salicylates","Liver cirrhosis","Prolonged antibiotic administration","All of the above","D","'D' [KCET-10]",""
"General Surgery","9. Miscellaneous","35","A complication in the first 48 hours of total parenteral nutrition is","Hyper natremia","Hyper kalemia","Hyperglycaemia","Selenium deficiency","C","'C' [COMEDK-10]",""
"General Surgery","9. Miscellaneous","36","Carcinoembryonic antigen is associated with","Hepatocellular carcinoma","Medullary carcinoma of thyroid","Seminoma","Carcinoma of colon","D","'D' [KCET-2010]",""
"General Surgery","9. Miscellaneous","37","Rhytidectomy is","Removal of skin wrinkles","A1 - of nasal septum position","Salivary gland excision","Cehek augmentation","A","'A' [Peter Ward Booth of maxillofacial surgery 2nd ed 1306-1307]",""
"General Surgery","9. Miscellaneous","38","A morbid patient unlikely to survive 24 hours without surgery is classified as","ASA I","ASA III","ASA V","ASA VI","C","'C' [KCET-2010]",""
"General Surgery","9. Miscellaneous","39","Surgical approaches for open thymectomy include all except","Transcervical thymectomy","Median sternotomy","Thoraco abdominal incision","Partial median sternotomy","C","'C' [COMED-2012]",""
"General Surgery","9. Miscellaneous","40","Condition which causes colonic carcinoma","Ulcerative colitis","Crohn's disease","EM","Pemphigoid","A","'A' [AIPG-2012]",""
"General Surgery","9. Miscellaneous","41","Necrotising fasciitis includes","Skin","Fascia","Muscle","All of the above","B","'B' [PGI-2011]
Necrotizing fasciitis is caused by polymicrobial synergistic infection. It affects skin, subcutaneous tissues, fascial planes and muscle groups.",""
"General Surgery","9. Miscellaneous","42","Suture least adherent to tissue and have a property of plasticity","Nylon","Prolene","PDS","Silk","B","'B' [AIPG-2012]
Prolene is a synthetic, nonabsorbable polypropylene suture.",""
"General Surgery","9. Miscellaneous","43","All of the following are indication of fiberoptic aided intubation except:","Previous difficulty in intubation","Grossly distorted anatomy","Previous difficulty in mask ventilation.","Anticipated problem","D","'D' [NEET-2013]",""
"General Surgery","9. Miscellaneous","44","A young boy has sickle cell trait. Which of the following anaesthesia is contraindicated?","IV Regional anaesthesia","Brachial plexus block by supraclavicular approach","Brachial plexus block by infraclavicular approach","Brachial plexus block by axillary approach.","A","'A' [NEET-2013]",""
"General Surgery","9. Miscellaneous","45","Best way to monitor perfusion of free flap:","Pulse oximeter","Laser doppler velocimetery","Prick test","Flourescin & dermo flourometer","B","'B' [AIIMS-2012]",""
"General Surgery","9. Miscellaneous","46","Which of the following is not an indicator of difficult mask ventilation?","Patient having history of snoring","Patient having beard","Old age patient","Full set of teeth present","C","'C' [AIIMS-13]",""
"General Surgery","9. Miscellaneous","47","In long surgical procedure intubation method is","Nasotracheal tube with cuff","LMA","Nasotracheal tube without cuff","Endotracheal tube","D","'D' [AIIMS NOV-13]",""
"General Surgery","9. Miscellaneous","48","Knife used for harvesting split thickness skin grafts is","Husson's knife","Bard parker's knife","Humby's knife","Foley's knife","C","'C' [GCET-14]",""
"General Surgery","9. Miscellaneous","49","The drug of choice to prevent graft rejection in recipient is","Steroids","Vincristine","Cyclophosphamide","Methotrexate","A","'A' [GCET-14]",""
"General Surgery","9. Miscellaneous","50","Which statement of the following is most appropriate? Blood pressure can be measured in both arms simultaneously","Blood pressure can be measured on right as well as left side simultaneously","JVP can be examined on right as well as left side","Radial and ulnar arteries can be palpated on both sides simultaneously","Carotid artery can be palpated on both sides simultaneously","A","'A' [AIPG - 14]",""
"General Surgery","9. Miscellaneous","51","A lady presented with a 4 cm tumor in the left parietal lobe for which she underwent surgery and radiotherapy. After 3 months she was presented with headache and vomiting. Which of the following would characterise the lesion in the patient?","Gd-enhanced MRI","99Tc-HMPAD SPECT brain","Digital substraction angiography with dual source of ST scan","18FDG PET Scan","D","'D' [APPG-14]",""
"General Surgery","9. Miscellaneous","52","Lines of skin used as guidelines for putting incision","Langer","Krausi","Blaschko","Futcher","A","'A' [PGI JUNE-2014]",""
"General Surgery","9. Miscellaneous","53","Which of the following is not seen after moderate injury/severe injury or major surgery?","Negative nitrogen balance","Tachypnoea","Hyper metabolism","Dysphagia","D","'D' [PGI JUNE-13]",""
"General Surgery","9. Miscellaneous","54","This is a reason for tissue analysis in surgery after histopathology","FNAC repeated","To confirm a suspected or established clinical diagnosis for prognosis of treatment","To confirm radiological study","Data recording","B","'B' [MHCET-15]",""
"General Surgery","9. Miscellaneous","55","After a major oral surgery, acute catabolic phase lasts for?","1-2 days","2-5 days","4-7 days","5-10 days","B","'B' [PGI JUNE-12]",""
"General Surgery","9. Miscellaneous","56","For how long can a patient survive in anhepatic phase given full supportive treatment?","1-2 hour","24-48 hours","1 week","2-4 weeks","B","'B' [PGI DEC-2013]",""
"General Surgery","9. Miscellaneous","57","Mechanical bowel preparation is used in surgery for","Intussusception","Colon","Appendicitis","Stomach","B","'B' [COMEDK-2016]",""
"General Surgery","9. Miscellaneous","58","Discharge criteria following sedation includes all EXCEPT","Airway patency is uncompromised and satisfactory","Patient can ambulate","State of hydration is adequate","Patient can eat","D","'D' [COMEDK-2016]",""
"General Surgery","9. Miscellaneous","59","Immediate management of Tension Pneumothorax is","Tracheostomy","CT Thorax","Central venous line access","Decompression with needle or chest tube","D","'D' [MH PG CET-2016]",""
"General Surgery","10. AIPG 2017 - General Surgery","1","Rolled-out and everted ulcer is seen in","Carcinoma","Healing ulcer","Basal cell carcinoma","Tuberculosis","A","'A' [Love & Bailey 26th ed 593]

| Ulcer edges | Characteristic feature of |
|---|---|
| Undermined edge | Tuberculosis |
| Punched out edge | Syphilitic ulcer or deep trophic ulcer. |
| Sloping edge | Healing traumatic or venous ulcer |
| Raised and pearly white beaded edge | Rodent ulcer (basal cell carcinoma) |
| Rolled out (everted edge) | Squamous cell carcinoma or ulcerated adenocarcinoma |",""
"General Surgery","10. AIPG 2017 - General Surgery","2","Lid retraction is seen in","Thyrotoxicosis","Hypothyroidism","Hypoparathyroidism","Hyperparathyroidism","A","'A' [Love & Bailey 26th ed 756]
Lid retraction is a prominent ophthalmologic sign seen in thyrotoxicosis. Upper eyelid retraction is in fact the most common sign of grave's disease.",""
"General Surgery","10. AIPG 2017 - General Surgery","3","Cleft lip is formed by non-fusion of","Medial nasal process and lateral nasal process","Medial nasal process and lateral palatine process","Medial nasal process and maxillary process","All the above","C","'C' [Neelima Malik 3rd ed 618]",""
"General Surgery","10. AIPG 2017 - General Surgery","4","Millards 'rule of ten' includes all except","10 pounds","10 Weeks","10 Gm % Hemoglobin","10 Months","D","'D' [Neelima Malik 3rd ed 622]
Rule of '10s': the child is 10 weeks of age, weighs at least 10 pounds, and has at least 10 gm haemoglobin.",""
"General Surgery","10. AIPG 2017 - General Surgery","5","One unit of platelets increase platelet count by","1000/ uL","10,000/ uL","50,000/ uL","100,000/ uL","B","'B'
One unit of platelet = increases platelet count by 10,000/ uL.",""
"General Surgery","10. AIPG 2017 - General Surgery","6","In secondary thyrotoxicosis, which of the following should be avoided?","FNAC","MRI","Thyroid Function Test","Thyroidectomy","D","'D' [Love & Bailey 26th ed 765]",""
"General Surgery","10. AIPG 2017 - General Surgery","7","Lucid interval seen in","Extradural trauma","Subdural trauma","Intracranial trauma","Sub arachnoid trauma","A","'A' [Schwartz's principle of surgery 9th ed Pg 317]
Lucid interval is a temporary improvement in a patient's condition after a traumatic brain injury.",""
"General Surgery","10. AIPG 2017 - General Surgery","8","Gangrene due to known infectious agent is","Wet gangrene","Dry gangrene","Pyoderma granulosum","Fourniors gangrene","D","'D' [Love & Bailey 26th ed 57]
Fournlors gangrene: also known as necrotising fasciitis, it occurs due to infections by Streptococci, Staphylococci, Enterobacteriaceae, Anaerobic organisms, Fungi.",""
"General Surgery","10. AIPG 2017 - General Surgery","9","A patient having pulsatile swelling in anterior side of sternocleidomastoid muscle","Thyroglossal cyst","Carotid body tumor","Sternocleidomastoid tumor","Cystic hygroma","B","'B' [Love & Bailey 26th ed 704]

| Swelling | Features |
|---|---|
| Branchial cyst | Swelling in the upper part of neck, anterior to sternocleidomastoid. Smooth, round, fluctuant, non-tender, non-transilluminant. |
| Carotid body tumor | Pulsatile mass in the anterior triangle of the neck. |
| Cystic hygroma | Congenital multiloculated lymphatic lesion found in the left posterior triangle. |
| Thyroglossal cyst | Fibrous cyst that forms from a persistent thyroglossal duct. |",""
"General Surgery","10. AIPG 2017 - General Surgery","10","Angiosarcoma is due to ingestion of","PVC","Acrylamide","Chromium","Mercury","A","'A' [Check Explanation Below]
Angiosarcoma of the liver is an exceedingly rare tumor related to vinyl chloride (poly vinyl chloride), Thorotrast (Thorium dioxide) and arsenic ingestion.",""
"General Surgery","10. AIPG 2017 - General Surgery","11","Supraomohyoid dissection is in association with involvement of lymph node","Type I + Type II","Type I + Type II a","Type I + Type II a + Type II","Type I + Type II + Type III","C","'C'",""
"General Surgery","10. AIPG 2017 - General Surgery","12","Period of surveillance in postoperative infection in non-prosthetic surgery","15 days","30 days","45 days","60 days","B","'B'",""
"General Surgery","10. AIPG 2017 - General Surgery","13","Patient with cystic lesion on outer canthus of eye","Meiobomian cyst","Dermoid","Sebaceous","Teratoid","B","'B'",""
"General Surgery","10. AIPG 2017 - General Surgery","14","True about hemorrhage","Primary hemorrhage occur within 24 hr postoperative","Reactionary hemorrhage occur at the time of surgery","Secondary hemorrhage occur 7 to 14 days postoperative","None of above is correct","C","'C' [Love & Bailey 26th ed 700]

| Type | Timing |
|---|---|
| Primary hemorrhage | At the time of injury or surgery |
| Reactionary hemorrhage | Within first 24 hours post surgery/trauma |
| Secondary hemorrhage | Due to infection, after 7-14 days of surgery |",""
"General Surgery","10. AIPG 2017 - General Surgery","15","Continuous discharging sinus from lower border of sternocleidomastoid muscle, since 5 years in anterior triangle of neck","Thyroglossal fistula","Branchial fistula","Tubercular sinus","Actinomycosis","B","'B' [Love & Bailey 26th ed 700]
Branchial fistula: The external orifice is nearly always situated in the lower third of the neck near the anterior border of the sternocleidomastoid.",""
"General Surgery","10. AIPG 2017 - General Surgery","16","Incompatible blood transfusion leads to, which type of hypersensitivity reaction.","Type I","Type II","Type III","Type IV","B","'B' [Ananthanarayan 6th ed 160]
Type II hypersensitivity reactions involve antibody-mediated destruction of cells.",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","1","Post trauma, Pinpoint pupils are not seen in which of the following?","Mid brain hernia","Loss of parasympathetic innervation","Horner syndrome","Opioid overdosage","B","'B' [Comprehensive Ophthalmology AK Khurna 4th ed 474]
Pupil size is the result of balance between sympathetic and parasympathetic innervation to the eye. Loss of parasympathetic innervation results in mydriasis (large pupil), NOT pinpoint pupil.","Requires image: Diagrams of miosis and mydriasis"
"General Surgery","11. Recent Papers 2017-18 General Surgery","2","M3 of Glasgow coma scale?","Withdraws to pain","Decorticate","Decerebrate","Normal posture","B","'B' [Bailey & Love 24th ed 300]
Glasgow Coma Score - Motor response M3 = Abnormal flexion (Decorticate).",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","3","Which is true regarding Thyroglossal fistula?","Lined by squamous epithelium","Causes a bulge in neck","Inflammatory lesion","Precancerous lesion","B","'B' [Bailey & Love 24th ed 778]
Thyroglossal fistula follows infection or inadequate removal of thyroglossal cyst, it is never congenital. It moves upwards on protrusion of tongue and is lined by columnar epithelium.",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","4","In anaphylactic shock, the dose of Epinephrine given is","0.5 mg 1:1000 IV","0.5 mg 1:1000 IM","0.5 ug 1:1000 IV","0.5 ug 1:1000 IM","B","'B' [Medical emergencies in the dental office by Stanley Malamed 5th ed Pg 406]
Adrenaline IM dose - adults 0.5 mg IM (= 500 micrograms = 0.5 ml of 1:1000) adrenaline. The IM route is the best for most individuals who must give adrenaline to treat an anaphylactic reaction.",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","5","Unilateral cleft lip and palate management is done at?","Cleft lip and soft palate management at 5-6 months and hard palate at 18 months of age","Single step closure at 5-6 months.","In first operation operate on Hard palate followed by second operation on Soft palate and lips","In first operation operate on alveolus followed by operation in soft palate, lips and hard palate","A","'A' [Bailey & Love 25th ed 657-661]",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","6","Bilateral cleft lip repair is done at the age of","1-2 months","4-5 months","12 months","18 months","B","'B' [AIPG-2018]",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","7","Punched out ulcers are seen in","Syphilis","SCC","Rodent ulcer","BCC","A","'A' [AIPG-2018]",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","8","Everted & pulled out margins are seen in","SCC","Rodent ulcer","Syphilis","Tuberculosis","A","'A' [AIPG-2018]",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","9","The carcinoma of thyroid associated with hypocalcemia","Papillary","Follicular","Anaplastic","Medullary","D","'D' [AIPG-2018]
Medullary carcinoma of thyroid has calcitonin as a tumor marker. Overproduction of calcitonin leads to hypocalcemia.",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","10","Heimlich maneuver applies ______ Thrust.","Back slaps","Sub-diaphragmatic abdominal","Chest thrust","Supra-diaphragmatic abdominal","B","'B' [Medical Emergency in the dental office by Stanley F Malamed 6th ed 195-197]
The Heimlich maneuver, also known as the sub-diaphragmatic abdominal thrust or abdominal thrust.",""
"General Surgery","11. Recent Papers 2017-18 General Surgery","11","Cleft in soft palate is treated at what time","9 months","6 months","3 months","18 months","B","'B' [Neelima Malik 1st ed 519]
Cleft palate repair is commonly performed between 3 and 6 months of age.",""
